tx,ty,tz,sx,sy,sz,s_roll,s_pitch,s_yaw
-0.04296914488077164,-0.06222814694046974,1.228094458580017,-0.07024417605003203,-0.07579569307278503,1.238491976795198,1.4269804556201515,-0.022297148348604825,-0.07920473005853347
-0.042577631771564484,-0.0635376051068306,1.2277823686599731,-0.06728652138234612,-0.07778148627045729,1.2402975019007596,1.4357663267669172,-0.013958545576555697,-0.09020728188154749
-0.04286990314722061,-0.06152515485882759,1.2285425662994385,-0.06992894050069112,-0.07496996319734685,1.2395010131489372,1.4349739038025011,0.028564033571079384,-0.08571893912989338
-0.04260300472378731,-0.06364870816469193,1.2276992797851562,-0.07161358514743377,-0.07306524320632127,1.2306463325937347,1.4076479378878433,-0.003620131849914477,-0.07700778495823556
-0.04289286956191063,-0.06161945313215256,1.2284724712371826,-0.07073004056561091,-0.07306681302953748,1.2296515651851225,1.4097448304967382,0.00825439795411422,-0.08566302871758494
-0.04262380301952362,-0.06387215107679367,1.2275655269622803,-0.0731456728585477,-0.07295577962183852,1.2298859340913113,1.4200464349494637,0.039745026760117264,-0.072597085816703
-0.04291224107146263,-0.06182035431265831,1.228354573249817,-0.07013780921958292,-0.07348054515134968,1.2322309726933482,1.4356105259499659,0.030119346568427068,-0.06958443824301232
-0.04263702780008316,-0.06399548053741455,1.2274881601333618,-0.06848570471160004,-0.0751272261969258,1.2300572446275004,1.428343234433668,0.018926911253009306,-0.06955121553832083
-0.04291680082678795,-0.061921246349811554,1.2282958030700684,-0.06708747770041266,-0.07621041209398602,1.232320172292526,1.4307408486294666,0.000452399073833819,-0.07652491196718132
-0.04255004972219467,-0.06089125946164131,1.2291131019592285,-0.06587519064289162,-0.07513421159693347,1.2348193429662375,1.4413867597078704,0.04423408347215123,-0.0769244388440115
-0.042839180678129196,-0.05913839489221573,1.2297197580337524,-0.06701874479287687,-0.07302336546103223,1.2354866939127394,1.4443471407746944,0.08401144090422395,-0.06730283264061852
-0.042578376829624176,-0.06169816851615906,1.2286916971206665,-0.0708503608773602,-0.07204814411185193,1.2388289585538197,1.4516625373038197,0.13481775966818693,-0.04424677362028291
